Id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;Now;Mallary Hope;202039;543;944;11;-2.647;1;0.0759;0.0166;0.0;146;728;93.957
;Battles;The Afters;235733;534;862;1;-4.282;1;0.0486;0.0108;0.0;104;435;104.012
;Prove Me Wrong;Mandisa;247020;227;309;0;-7.368;1;0.0292;0.85;0.0;0.0898;225;167.097
;Run the Race;Holly Starr;207052;732;606;10;-5.21;1;0.0313;193;1.25e-06;165;637;115.985
;The Happy Song;Jamie Grace;167711;659;848;4;-3.273;1;202;322;0.0;243;961;166.009
;Find You Here;Ellie Holcomb;228453;588;0.58;0;-7.833;1;0.0272;298;0.0;0.0811;492;138.013
;Change The World (feat. Hollyn);Derek Minor;199111;353;0.87;0;-5.386;1;127;0.0875;0.0;79;308;135.045
;Rise;Kim Walker-Smith;230933;696;713;11;-5.114;0;123;225;2.22e-06;194;368;189.932
;Priceless;for KING & COUNTRY;208520;529;769;11;-6.369;1;0.0469;0.00532;0.0;0.19;648;73.946
;Alive In You - Studio Version;Jesus Culture;239999;525;657;7;-6.394;1;0.0271;0.000774;0.0;0.0778;286;77.013
;What A Beautiful Name;Hillsong Worship;238200;423;502;2;-5.924;1;0.0293;187;0.0;108;0.0968;135.858
;Beloved;Jordan Feliz;240453;574;802;11;-4.801;0;0.0299;0.00497;0.0;333;0.52;128.062
;There Is a Cloud;Elevation Worship;347893;388;542;2;-6.122;1;0.0321;0.000619;0.0;175;128;135.866
;Rise;Danny Gokey;217800;519;907;4;-3.918;1;0.0444;0.0643;0.0;264;603;147.957
;Fearless;Jasmine Murray;183413;688;843;5;-4.12;1;0.0452;0.00687;0.0;0.0464;841;105.02
;Tears;Matt Hammitt;235680;569;484;0;-6.536;1;0.0304;807;9.35e-06;163;308;122.08
;To Live Is Christ;Sidewalk Prophets;228040;547;511;11;-5.802;1;0.0294;0.0024;1.24e-06;109;179;143.968
;Be The Change;Britt Nicole;237453;511;831;11;-4.826;1;131;0.0198;0.0;661;544;141.971
;Parachute;Joshua Micah;200481;676;0.79;7;-3.674;1;0.0338;0.000937;8.94e-05;0.0938;0.0484;99.948
;Where You Are (Reimagined);Hillsong Young & Free;203937;587;791;8;-6.313;0;0.0911;0.0646;0.0;0.25;593;125.993
;The Cause Of Christ;Kari Jobe;297320;389;525;9;-7.941;1;0.0403;183;0.0;308;0.0963;143.919
;King Of The World;Natalie Grant;216400;528;0.59;6;-6.682;1;0.0352;105;0.0;104;113;118.031
;Come Alive (Dry Bones);Lauren Daigle;235227;0.37;723;0;-4.774;1;0.0364;0.0326;0.0;0.0982;117;149.923
;Even So Come - Radio Version/Live;Passion;254373;301;762;7;-3.392;1;0.0402;0.0919;0.0;0.0822;208;161.864
;10,000 Reasons (Bless the Lord) [Radio Version];Matt Redman;256933;459;561;7;-7.091;1;0.0271;0.0839;0.0;0.0998;298;144.784
;More Than Conquerors (Radio Version);Steven Curtis Chapman;234199;545;576;6;-11.081;1;0.0277;0.0793;0.0;103;416;100.304
;TESTIFY;NEEDTOBREATHE;243800;495;0.71;0;-3.941;1;0.0288;471;0.0;0.0703;332;90.024
;Great Are You Lord (Radio Mix);one sonic society;232379;492;656;9;-7.361;1;0.0365;0.0832;0.0;202;336;147.948
;Worthy Of Your Name - Studio;Passion;307680;401;0.7;0;-5.07;1;0.0368;0.0551;0.0;0.0961;171;81.049
;My All In All;Phil Wickham;288253;436;836;10;-4.884;1;0.0497;0.00392;1.12e-06;113;314;147.978
;Love Broke Thru;tobyMac;237146;674;895;0;-3.973;1;0.0337;0.0101;0.0;0.0996;558;102.984
;Magnify;We Are Messengers;208627;566;766;11;-6.87;1;0.0552;133;0.0;117;393;139.955
;The Cross Has The Final Word;Cody Carnes;252965;211;649;0;-7.28;1;0.0393;157;0.0;117;289;150.11
;Eye of the Storm (feat. Gabe Real);Ryan Stevenson;331613;305;726;9;-6.375;1;61;196;0.0;464;547;82.673
;Black Colors;Victim Of Deception;247533;237;0.99;7;-3.331;1;0.24;0.000127;0.0914;393;169;151.545
;A Darkened Gospel;A Wake in Providence;311217;455;994;4;-4.584;0;193;1.51e-05;0.0012;0.0908;0.0703;125.035
;Soil the Stillborn;Infant Annihilator;239696;236;981;6;-2.635;1;299;7.94e-06;874;325;129;160.114
;No Absolution;Thy Art Is Murder;201783;468;998;9;-994;0;0.15;0.00256;0.0;233;64;140.003
;Hearteater;To The Grave;314907;476;962;8;-4.023;1;0.12;0.000102;106;137;451;145.947
;Shapeless Abomination;Beyond the Extraction;209563;226;553;1;-9.169;1;0.0546;8.35e-06;0.0379;0.0728;323;129.255
;Dirty Waters;Into Oblivion;263687;495;955;6;-4.181;1;0.0798;0.00105;0.0551;308;362;130.002
;Defiled;Hive;229859;296;983;11;-2.999;1;169;5.83e-05;146;508;231;115.003
;Negative;FRCTRD;260706;474;925;2;-3.539;1;146;1.84e-05;901;324;142;139.97
;Distorting of Perception;Until We Die;180872;406;936;2;-4.564;0;0.11;0.000168;242;62;0.26;139.922
;Ruin;Altered Perceptions;267600;173;927;1;-5.22;1;0.0869;8.12e-05;0.23;229;183;99.131
;Fauxhammer;Black Tongue;224812;404;989;2;-1.374;1;184;1.01e-05;556;536;153;94.291
;Spiteful Nature;I Shall Devour;217133;456;0.97;1;-4.655;1;175;0.000393;0.0432;0.0914;0.0399;124.976
;We Wait;I Declare War;233796;242;0.96;1;-4.112;1;306;0.0147;0.0562;0.0923;199;169.896
;Plague of Immortality (feat. Dean Lamb Of Archspire);Within Destruction;229640;472;942;11;-3.954;0;0.0951;4.42e-05;823;324;186;150.005
;Arrogance;Traitors;244181;227;921;1;-6.149;0;99;2.95e-05;792;154;116;175.167
;Inferiority;Neberu;268187;444;943;1;-4.955;0;0.09;5.73e-05;0.00704;114;292;119.945
;Senseless Order;Signs of the Swarm;319582;0.17;866;4;-7.304;1;101;8.53e-05;976;569;0.11;117.539
;Advent;Shotgun Surgeon;294034;276;919;1;-3.773;1;111;4.19e-05;181;479;149;116.038
;Venomous;Whitechapel;264107;401;988;1;-4.104;0;192;6.49e-05;116;342;191;155.356
;Substance Affliction;Advocates;200525;398;974;1;-2.823;0;0.16;7.53e-05;0.0076;389;245;129.983
;To Encompass and Eclipse;A Trust Unclean;250647;566;986;1;-5.016;1;0.0884;0.000696;0.0164;399;0.15;127.515
;Rope;Obscure of Acacia;192011;0.39;978;11;-4.209;1;289;0.000103;941;0.12;102;100.221
;Permanent Intoxication;Mycelia;282401;336;983;11;-1.812;0;128;2.67e-05;0.00362;257;131;113.711
;Tremendous Strain;Science Of Sleep;228923;0.48;984;3;-5.718;0;116;0.00545;283;588;146;130.02
;Of Talons and Teeth;Reaping Asmodeia;232999;285;989;7;-4.407;1;147;0.000273;797;104;201;140.019
;Pitchblack;Walking Dead On Broadway;221776;428;997;8;-3.587;1;185;4.95e-05;955;253;0.0533;149.998
;Zerotonin 2;Darknet;197684;256;0.98;3;-5.107;1;0.0964;0.000283;0.0196;618;0.11;94.99
;False Hope;The Machinist;309734;491;928;9;-3.866;1;0.0938;0.000102;363;0.14;0.14;132.973
;1208;Extortionist;198011;274;925;1;-5.204;1;111;0.000673;156;0.47;102;161.25
;Plagues;The End At The Beginning;255725;217;0.98;5;-3.332;1;133;0.00125;0.00139;287;0.0658;139.024
;Hear Me Out;Risking It All;149278;261;863;11;-7.199;1;0.0721;4.58e-05;7.33e-06;329;316;108.347
;Down into the Abyss;Conjonctive;256920;517;991;9;-2.406;0;112;1.35e-05;1.44e-05;0.0501;194;120.026
;Dance of the Witch;At Rest;282101;258;905;10;-4.897;1;136;0.000482;0.000489;686;0.16;112.94
;New World Slaughter;Iconoclast;328000;484;0.98;0;-1.939;1;75;1.2e-05;188;779;165;119.997
;FVNERAL MOON;Lorna Shore;300000;387;967;5;-3.335;0;128;6.56e-05;226;337;0.0536;129.904
;Beautiful Agony;Within The Ruins;271560;424;992;5;-2.976;0;0.19;0.00029;2.13e-05;322;0.0914;145.144
;Ways Of Transfiguration;Buried Side;267000;0.45;986;1;-2.384;1;151;0.000111;251;0.0645;172;159.976
;Black Mammoth;Fit For An Autopsy;278577;222;985;7;-4.105;1;149;2.13e-05;0.00644;775;0.16;136.227
;Solicitude;Belie My Burial;210426;455;973;1;-4.597;0;132;5.4e-05;0.00193;365;448;102.076
;The Call of Mighty;Crucify Me Gently;252005;398;955;7;-3.39;0;0.0698;0.000123;458;299;134;100.03
;Manufactured Existence;Lord of War;267209;399;877;11;-5.418;0;0.0804;8.8e-06;358;677;254;112.351
;Bastard Son;God Of Nothing;194000;401;921;6;-3.287;0;0.0781;3.28e-05;753;359;372;102.035
;The Shaping Sickness;Shadow of Intent;246689;209;955;11;-4.527;1;143;1.94e-05;0.0118;0.0925;114;199.988
;Drown Me in Blood;Carnifex;258868;493;964;1;-3.079;1;0.0954;1.56e-05;0.00733;727;0.17;110.005
;Inferno;Above, Below;219317;339;958;9;-2.909;0;153;0.00115;1.56e-05;651;273;128.806
;Debris;Paragon;184482;458;957;0;-6.16;1;107;5.32e-05;8.97e-05;364;154;120.006
;I, the Weak;The Voynich Code;275719;263;896;6;-8.048;1;0.11;1.45e-05;876;363;251;113.106
;American Dream;Chelsea Grin;198947;482;968;6;-4.395;1;149;0.00192;0.000454;108;245;114.001
;Temptress;Enterprise Earth;256114;379;979;9;-3.77;1;107;2.21e-05;877;453;156;140.029
;Flag of the Beast;Emmure;203500;535;974;10;-3.566;0;172;2.05e-05;0.000149;263;431;116.956
;Unanswered;Suicide Silence;135653;329;993;6;-3.416;1;0.0969;1.69e-05;641;342;372;116.461
;Be My Valentine (feat. Dickie Allen);Brojob;200961;162;957;10;-6.229;0;147;4.55e-05;867;669;119;96.822
;Prismatic Abyss;Aversions Crown;220558;389;985;1;-2.795;0;112;5.41e-06;954;305;0.0637;135.019
;Right In;Skrillex;180400;636;802;2;-2.168;1;167;0.00631;4.14e-05;59;334;139.815
;Bangarang (feat. Sirah);Skrillex;215253;716;972;7;-2.302;1;196;0.0145;3.22e-05;317;566;110.026
;Breakn' A Sweat;Skrillex;301987;596;921;11;-2.5;0;74;0.0049;0.00019;536;232;139.969
;The Devil's Den;Skrillex;292907;616;946;1;-2.876;1;0.0687;0.00075;0.0777;355;332;127.992
;Right On Time;Skrillex;245053;633;926;11;-4.749;0;0.0971;0.0106;0.54;133;493;140.037
;Kyoto (feat. Sirah);Skrillex;200787;605;0.92;4;-2.298;0;0.0713;0.0012;0.000596;483;0.22;174.974
;Skrillex Orchestral Suite By Varien - Bonus Track;Skrillex;414747;176;479;7;-7.471;0;0.0282;654;591;0.13;0.0622;100.831
;Satellite;SALTNPAPER;232716;385;404;8;-6.999;1;29;218;1.57e-06;113;0.0703;146.128
;Nosedive;Dynamic Duo;231679;0.68;593;1;-6.496;1;176;328;0.0;105;396;94.007
;PIZZA;Oohyo;212409;726;889;6;-4.251;0;0.0304;0.0171;0.00106;0.0741;531;119.983
;이대로 있어줘요 Stay With Me;도시총각 Dosichonggak;193217;741;219;11;-11.944;1;0.0432;773;2.84e-06;116;198;101.78
;Stardust;Kevin Oh;246457;587;554;1;-7.212;1;0.0424;498;0.000663;106;431;80.013
;Burning youth;Hyukoh;128340;321;751;9;-4.655;1;0.0543;2.54e-05;235;109;174;110.182
;Wi Ing Wi Ing;Hyukoh;193605;697;692;7;-5.34;1;0.0511;263;0.0;104;275;124.829
;Wonder;Standing Egg;229261;483;524;11;-3.92;1;0.0261;712;0.0;0.0975;519;91.878
;I'll Pick You Up;Standing Egg;221293;498;436;6;-4.592;1;0.0304;285;0.0;0.06;261;79.871
;VAMOS;Oohyo;183781;635;575;11;-8.8;0;0.0581;0.0262;0.00337;361;493;159.913
;MWAH;Humming Urban Stereo;186817;819;677;5;-5.703;0;0.0423;364;0.0313;0.0915;0.93;94.975
;Loop;NELL;238895;676;508;2;-7.515;1;0.0577;564;0.000142;101;327;106.015
;With Me;Vanilla Acoustic;201667;657;427;0;-6.879;1;0.0377;873;0.0;109;0.24;144.014
;Monster;PALGOU;263979;483;747;5;-4.363;1;0.0549;0.0989;0.000409;0.24;223;80.117
;What 2 Do;DEAN;225800;0.62;529;5;-5.333;0;0.0353;264;0.0;354;572;94.951
;For Me;Gyepy;230493;751;489;8;-5.418;1;0.0343;669;3.57e-06;177;468;140.013
;Fallen in Love (Only With You);Jang Beom June;203263;767;445;6;-8.527;1;0.0328;765;0.000727;0.0897;375;119.923
;Talk;10cm;226600;844;0.32;6;-9.532;0;0.0475;164;0.0;107;575;125.927
;Black Out;PALGOU;237588;743;886;8;-3.503;0;0.0831;253;0.00267;714;397;109.961
;Sleeping Habits;Donguy;204589;0.54;408;0;-11.899;0;0.0457;107;0.000811;111;655;159.813
;Romance in Seoul;Neon Bunny;230000;657;536;4;-7.073;1;0.0303;224;0.00432;352;184;119.95
;Hot and Cold (feat. Yun Cheoljong of 10cm);SunWoo Jung-A;200231;549;451;1;-10.302;0;0.15;532;3.44e-05;0.0425;621;85.296
;Ki-dult;SBGB;175792;762;277;7;-9.263;1;0.0459;859;0.0;161;286;109.689
;지금 여기, 이곳에서 (Duet With 루시아) , 지금 여기, 이곳에서;Sentimental Scenery;249727;214;484;9;-5.44;1;0.0324;837;9.66e-05;114;267;81.625
;너와의 공식 Love Equation;플랫핏 Flat Feet;222546;0.63;684;11;-6.74;0;0.0399;0.0219;0.00108;103;881;142.952
;I Don't Love You;Urban Zakapa;254925;0.35;347;4;-6.154;1;0.0318;806;4.37e-06;102;241;146.661
;My eyes;10cm;157001;892;443;0;-6.181;1;0.0379;439;0.0;0.0866;729;107.984
;Zig Zag;Kwon Jin Ah;99610;764;177;9;-13.596;0;0.0983;881;3.34e-05;121;569;115.697
;Cake Love (PROD. BY The Black Skirts);XIA;278999;432;761;1;-4.126;1;0.0305;0.0117;2.88e-05;0.75;334;138.004
;HOW WAS YOUR DAY;Sugarbowl;215005;0.7;425;7;-9.52;1;0.0287;423;1.72e-06;0.0879;283;95.058
;변명 Shame;DyoN Joo;388463;453;678;9;-7.291;0;0.0494;0.00922;5.11e-05;0.0477;0.0827;131.936
;You Wouldn't Even Know;Flower Soo;299008;574;0.51;7;-7.63;1;0.0334;414;0.000213;0.0995;125;121.989
;장가갈 수 있을까 Can I Get Married?;Coffeeboy;222307;894;161;4;-14.311;1;88;705;0.0033;312;818;104.968
;Sneakers;Humming Urban Stereo;232944;717;844;1;-5.363;0;0.0299;368;1.93e-05;255;825;110.023
;Dangerous;Clazziquai Project;223333;712;625;7;-8.832;1;149;289;0.0;127;718;100.004
;Night Time Melody;Rude Paper;224009;768;743;0;-6.09;1;0.0455;138;0.00128;142;692;89.983
;Reason Why We Have To Break Up;Only U;202827;489;173;3;-9.827;1;0.0567;909;0.0;117;625;121.054
;Love, Love.;Big Brain;210893;597;575;10;-3.705;1;0.0341;508;0.0;265;516;85.018
;I Don't Want;Jungkey;224779;598;515;5;-4.695;0;0.0363;772;4.91e-06;164;377;117.762
;All in Vain;Mot;236960;616;387;9;-6.079;0;0.0335;286;0.0;277;0.47;81.856
;귀가 Return Home;카우칩스 The CowChips;319360;766;602;0;-8.388;0;0.0273;0.0805;765;0.0889;378;100.042
;물 Water;권나무 Kwon Tree;293458;792;0.15;1;-15.644;1;0.0486;804;1.3e-05;0.0704;0.33;83.625
;Summer Night You and I;Standing Egg;206013;709;0.29;4;-11.092;1;0.0322;805;0.0;0.17;584;90.046
;Let You Go;Mot;257187;679;126;11;-10.562;0;0.0369;858;0.000102;114;114;129.75
;Sooni (I'm your fanatic girl);SunWoo Jung-A;247497;581;312;5;-8.984;0;54;175;5.57e-05;104;506;181.893
;Run;Okdal;177090;652;512;5;-7.062;1;0.0276;578;7.49e-06;101;284;104.98
;Petals on The Wind (Remake Version);Wable;205333;0.73;418;2;-6.735;1;0.0319;654;7.51e-05;0.13;401;139.888
;Morning Call - Remix Version;Ibadi;227827;719;478;2;-9.58;1;0.0297;663;0.000886;0.0496;354;77.996
;Rub off;Kim Woo-Joo;193406;524;392;10;-8.938;0;0.0305;827;0.0;363;296;145.88
;Don't You Cry For Me;Cobi;256333;0.41;648;7;-4.469;1;0.0362;503;0.0;219;342;60.391
;Waves - Acoustic;Dean Lewis;248176;483;199;2;-11.37;1;0.0586;947;0.0;109;162;78.103
;Runner;Jon and Roy;162084;0.59;568;7;-8.332;1;0.0252;461;0.0562;106;731;153.113
;No Role Modelz;J. Cole;292987;696;521;10;-8.465;0;332;302;0.0;0.0565;471;100.0
;Wet Dreamz;J. Cole;239320;504;705;6;-8.205;0;364;0.0752;0.0;128;564;175.483
;Neighbors;J. Cole;216520;894;284;11;-13.002;0;0.33;358;0.000487;0.11;413;138.944
;Deja Vu;J. Cole;264747;653;409;9;-11.446;1;421;361;0.00012;189;181;174.324
;G.O.M.D.;J. Cole;301133;889;393;4;-10.821;0;267;331;8.67e-06;283;0.31;128.065
;Litty (feat. Tory Lanez);Meek Mill;280615;592;701;10;-4.014;0;0.0858;0.0451;0.0;327;299;129.501
;All Eyes On You (feat. Chris Brown & Nicki Minaj);Meek Mill;223973;589;658;11;-5.288;0;203;0.0242;0.0;118;254;77.521
;Froze (feat. Lil Uzi Vert & Nicki Minaj);Meek Mill;210472;0.7;693;2;-6.553;1;0.14;0.00375;0.0;314;513;133.981
;Ima Boss - feat. Rick Ross;Meek Mill;250240;0.37;0.87;5;-2.09;1;271;0.0415;0.0;604;334;79.092
;Apple of My Eye;Rick Ross;291280;523;783;6;-3.755;0;185;214;0.0;612;312;117.264
;Santorini Greece;Rick Ross;332600;434;785;4;-4.169;0;128;0.00895;0.0;132;393;106.926
;Idols Become Rivals;Rick Ross;341680;481;716;10;-5.996;0;622;0.0123;0.0;141;399;78.829
;Trap Trap Trap;Rick Ross;275720;729;838;8;-4.476;0;313;0.00612;0.0;0.0721;0.35;136.869
;Dead Presidents;Rick Ross;267720;662;808;9;-3.06;1;122;0.00589;0.0;613;448;76.493
;She On My Dick;Rick Ross;225427;541;609;1;-3.715;1;127;0.00184;0.0;179;298;158.314
;I Think She Like Me;Rick Ross;242373;629;0.7;2;-6.212;1;264;0.0084;0.0;118;159;85.814
;Powers That Be;Rick Ross;269720;501;775;7;-6.248;0;436;0.0273;0.0;211;615;85.929
;Game Ain't Based On Sympathy;Rick Ross;224707;0.54;0.82;5;-3.824;1;138;0.00755;0.0;642;516;78.063
;Humble;Wahlstedt;160000;801;642;9;-5.926;0;0.0903;0.0171;0.000946;112;703;126.013
;My Friend;EDX;201707;707;929;8;-4.199;0;0.0901;33;205;0.0626;403;123.004
;White Label (Is This Love);Still Young;192000;696;795;8;-4.892;0;187;306;7.72e-06;243;0.16;126.186
;Home;Marshmello;228414;562;885;8;-3.096;1;0.0431;0.00551;805;0.0621;679;145.06
;Front to Back;Buku;251350;0.47;863;6;-6.52;0;0.0461;0.0171;143;96;335;170.137
;Best Thing About;Lex Luca;335609;726;929;0;-7.146;0;0.0771;0.0227;379;924;706;123.036
;Flashwind - Radio Edit;Ben Remember;188852;984;941;9;-4.56;0;0.0805;0.00121;0.0539;26;331;122.003
;Fuego;Alok;188852;0.72;643;9;-7.691;1;0.0369;135;812;112;323;122.012
;Rose Horizon;Yellow Claw;169756;473;885;5;-3.42;0;0.0454;0.00613;0.00023;219;278;149.698
;dance alot;Various Artists;16588;466;943;6;-3.545;0;385;0.00101;0.0;458;598;113.457
;Save You;Wahlstedt;179613;614;792;5;-3.528;0;352;588;0.0;105;554;154.823
;I Want You;Chris Lake;248007;775;883;11;-5.83;0;0.0703;0.00433;346;57;682;125.006
;Polaris;deadmau5;585000;0.67;792;7;-8.211;1;0.0465;0.0362;881;101;0.0348;128.018
;Midnight Sun;Dirtcaps;185726;549;816;10;-5.044;0;233;643;1.38e-06;137;523;109.774
;One Life Short;Geoxor;183752;715;964;0;-4.71;0;0.0651;0.00145;468;174;307;128.059
;On Our Own (feat. Natalie Major);Showtek;224212;466;849;9;-3.85;0;0.0633;0.0771;2.89e-06;104;353;183.76
;The Wall;Matrix & Futurebound;249655;503;989;6;-787;1;65;0.000679;542;548;615;174.012
;All I Know;EDX;148801;718;944;1;-5.041;1;0.0386;0.00518;477;114;328;125.004
;Freesol (feat. Skyler Stonestreet);Seven Lions;210884;443;727;0;-5.171;0;0.0984;0.0987;9.35e-06;118;423;74.827
;Mantra - Mat Zo Remix;Noisia;265543;396;821;8;-3.826;1;104;0.00576;0.000424;116;122;171.927
;Good Life;Kiso;192041;597;832;11;-5.48;0;147;44;2.96e-05;0.0864;479;162.03
;Twinbow;Slushii;166286;675;929;9;-2.578;1;0.0478;291;0.00724;397;428;140.006
;Limitless (feat. Sophie Rose);Sam F;210968;559;854;11;-3.923;0;36;0.0256;2.61e-06;294;474;156.008
;Move On Me;Tom & Jame;176250;714;851;6;-3.387;0;121;0.0235;0.00697;0.1;692;128.004
;Wildcard;Mickey Valen;195252;531;769;10;-2.881;0;63;325;0.0;305;454;77.351
;Find You;Wahlstedt;190476;738;646;8;-5.384;1;0.0611;149;0.00157;162;401;125.923
;Legacy;Dimitri Vangelis & Wyman;198426;587;772;4;-4.439;0;0.0375;0.0214;698;447;201;127.978
;Show You Love;Kato;182720;519;829;5;-5.121;0;0.0901;316;0.0;0.0759;629;123.659
;Make U Love Me;Tujamo;188160;718;0.89;2;-3.931;1;144;139;0.00103;341;304;124.943
;Bassline Riddim;Vato Gonzalez;184762;871;893;5;-3.774;1;0.0403;474;852;0.0891;639;126.016
;Light - GOSLO Remix;San Holo;302506;641;676;9;-4.461;1;0.0385;108;0.0;152;174;119.108
;Walk Away;LVNDSCAPE;185613;677;778;6;-5.19;0;0.0291;265;0.0;247;335;97.97
;Touch The Sky;Cedric Gervais;155963;633;964;2;-3.573;1;0.0298;158;0.0159;204;111;124.022
;Afraid, Unafraid;SLUMBERJACK;179200;529;739;9;-5.356;0;0.0543;0.0144;0.000255;0.39;403;149.915
;Make You Mine;Aire Atlantica;202286;738;818;2;-3.652;0;0.0692;282;0.000543;101;0.53;139.998
;Riot Call (feat. Nevve);QUIX;199405;303;879;8;-4.748;1;0.0758;0.0238;3.84e-05;431;564;80.329
;Modern Flame (feat. Yuna);Emmit Fenn;185089;617;524;5;-8.885;0;103;128;0.00438;362;225;142.046
;Right Here;Keys N Krates;206897;164;878;6;-4.953;0;0.11;56;0.0617;205;196;171.908
;Chicken Soup;Skrillex;207293;823;815;11;-3.947;1;134;0.00129;0.0494;599;473;125.989
;No Sleep;Bougenvilla;209664;597;952;9;-3.586;0;0.0415;0.0165;145;305;206;127.907
;Help;Borgore;166290;0.71;884;1;-1.258;1;347;0.0705;0.0;0.0765;579;149.995
;Waist Time;Diplo;198750;715;989;2;-1.723;1;194;0.00931;109;0.0475;679;128.054
;Scared To Be Lonely (Brooks Remix);Martin Garrix;200625;604;796;1;-2.416;0;0.0597;0.0126;0.0;106;209;127.991
;Fuck It All Up (feat. JVZEL);DOLF;226172;548;811;11;-3.985;1;0.0475;0.00173;3.56e-05;323;411;155.08
;After All;Khrebto;174031;546;737;5;-3.794;1;54;0.0509;1.68e-05;114;188;97.9
;Something Just Like This - Don Diablo Remix;The Chainsmokers;230853;0.72;746;11;-5.567;0;0.0985;125;0.000476;0.0929;508;124.045
;The Jam;Kideko;192200;0.68;941;0;-8.093;1;0.0532;0.000817;621;0.0852;338;124.035
;Get What You Give;Felix Cartal;219174;626;748;1;-5.899;1;0.0345;0.0143;0.0;123;217;121.067
;Joyride;Bassjackers;211890;723;784;2;-5.547;1;0.0334;0.0107;772;0.0791;382;128.027
;Open;Yellow Claw;210816;522;0.86;10;-3.773;0;145;131;0.0209;122;263;128.019
;I'm the One;DJ Khaled;288877;599;667;7;-4.267;1;0.0367;0.0533;0.0;134;811;80.984
;There's Nothing Holdin' Me Back - NOTD Remix;Shawn Mendes;194320;719;657;11;-4.588;0;0.0494;0.0521;0.0;0.0872;694;122.02
;Bon Appétit - MUNA Remix;Katy Perry;201387;615;638;1;-5.341;1;0.13;0.00461;0.00979;382;0.41;106.002
;Hard Times;Paramore;182693;695;818;5;-5.379;0;0.0334;0.00647;4.87e-06;0.0219;923;119.965
;Kiwi;Harry Styles;176387;375;0.93;2;-2.631;1;0.0561;0.00064;0.0;318;0.5;147.124
;Issues - Alan Walker Remix;Julia Michaels;181000;766;771;8;-4.358;1;0.0483;166;2.51e-06;105;655;113.946
;Young;The Chainsmokers;224773;615;564;9;-6.384;1;0.0291;0.0105;0.0;148;443;103.006
;That's What I Like - Alan Walker Remix;Bruno Mars;195889;692;896;1;-4.017;1;0.0502;0.0121;6.59e-05;199;809;134.056
;No More Sad Songs (feat. Machine Gun Kelly);Little Mix;225253;709;782;7;-3.526;0;0.0469;0.0771;4.71e-06;302;706;102.032
;Carolina;Harry Styles;189613;624;673;4;-4.017;0;0.0268;0.000569;1.54e-06;104;458;121.986
;High Without Your Love;Loote;191240;867;487;5;-5.872;1;0.0777;101;0.0;148;777;101.959
;Feel Good;Gryffin;248156;0.62;713;2;-4.753;1;0.0342;217;3.3e-06;222;465;137.957
;1-800-273-8255;Logic;250173;629;572;5;-7.733;0;0.0387;0.57;0.0;192;0.38;100.015
;Middle Of The Night;The Vamps;176111;0.61;747;11;-4.25;0;0.0531;0.00377;0.0;0.0662;443;129.976
;Tuesday (feat. Danelle Sandoval);Burak Yeter;241875;841;639;9;-6.052;0;0.0688;0.0156;0.0654;0.0545;673;99.002
;Hunter;Galantis;183229;509;712;7;-5.747;1;111;186;0.0;102;648;99.831
;XO TOUR Llif3;Lil Uzi Vert;182728;722;614;11;-7.549;0;115;0.00466;0.0;106;504;154.903
;Kissing Strangers;DNCE;202480;776;741;7;-5.804;1;41;0.0506;0.0;0.0701;845;120.079
;Ciao Adios;Anne-Marie;200105;698;882;4;-3.078;0;0.0863;127;0.0;0.15;462;106.083
;Overwhelming;Jon Bellion;172751;732;629;0;-4.64;1;286;267;0.0;118;685;91.7
;Go For Broke (feat. James Arthur);Machine Gun Kelly;210947;592;763;1;-3.334;1;366;242;0.0;0.0715;647;180.084
;Human;Rag'n'Bone Man;200187;602;707;11;-4.097;1;302;393;0.0;165;539;75.09
;Eyes Closed;Halsey;202439;568;0.69;1;-5.034;0;0.0431;0.0219;2.3e-05;0.0815;44;130.12
;History;Olivia Holt;203992;769;631;1;-6.769;1;0.0568;0.0913;0.0;114;501;100.968
;Calm Down;Skip Marley;174467;555;645;4;-5.799;0;0.0637;0.0261;0.0;79;195;140.911
;Be There;Krewella;199756;583;729;6;-4.525;1;0.0314;0.0909;2.02e-05;367;313;144.994
;Swish Swish;Katy Perry;242174;836;0.71;5;-5.185;0;0.0595;0.0182;2.23e-05;137;531;119.952
;Confident;Demi Lovato;205746;598;748;8;-6.239;1;0.0706;0.0018;0.000196;116;321;130.057
;Cool for the Summer;Demi Lovato;214740;585;614;10;-5.594;0;37;0.00477;0.000155;0.0762;273;114.059
;Old Ways;Demi Lovato;204188;626;695;7;-6.528;0;0.0594;214;0.0;224;586;154.023
;For You;Demi Lovato;221050;505;705;5;-6.097;1;0.0395;0.0418;0.0;0.0815;309;126.021
;Stone Cold;Demi Lovato;191308;414;469;8;-7.583;1;0.0485;0.48;0.0;0.0974;322;139.401
;Kingdom Come;Demi Lovato;244014;556;802;5;-5.089;0;0.0694;0.0234;0.0;398;263;176.003
;Waitin for You;Demi Lovato;192918;587;659;7;-6.406;0;203;242;0.0;0.0874;411;150.026
;Wildfire;Demi Lovato;199140;628;694;5;-3.909;0;0.0378;559;0.0;0.0556;447;130.057
